id	bloque (no traducir)	titulo	cuerpo	enlace
328	Democracia Internacional	Espainiaren eta Latinoamerikaren arteko joan-etorriko migrazioetarako eskubideak	" Latinoamerikarekiko erlazioak indartzea lehentasuntzat hartuko dugu. Latinoamerika, elkartzen gaituzten lotura historiko, ekonomiko eta soziokulturalengatik, funtsezko eskualdea da guretzat. Horretarako, honako hau proposatzen dugu:

Aldebiko akordioen bidezko intermigrazioa sustatzea, bertako eta latinoamerikar emigratzaileen eskubideak babesteko.

Latinoamerikarekiko aldebiko harremanak eta Europar Batasunak eskualde hartako erakunde berriekin (adibidez, Estatu Latinoamerikar eta Karibetarren Komunitatea, CELAC, edo Hegoamerikako Nazio Batasuna, UNASUR) dituenak aitortzea eta biziagotzea; merkataritza-integraziotik haratagoko lankidetza sustatuko dugu, eta, bereziki honako arlo hauetako trukeak sustatuko ditugu: heziketa, ikerketa, zientzia eta ekonomia kooperatibo, sozial eta solidarioa.

Giza eskubideen sustapena bultzatzea, bereziki zigorgabetasunaren eta ustelkeriaren kontra borrokatzeko gaur egun Erdialdeko Amerikan martxan diren herri-prozesuetan.

Kubarekiko harreman politiko eta komertzialak normaltzen laguntzea, bai aldebikoak bai aldeaniztunak, 1996an Europar Batasunak adostutako Jarrera Komunean atzera egiteko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/328.html
329	Democracia Internacional	Mendebaldeko Saharak libreki erabakitzeko eskubidearen aldeko konpromisoa hartzea eta Estatu espainiarrean bizi diren sahararrei Espainiako nazionalitatea ematea.	"Herri sahararrak libreki erabakitzeko eskubidea izatea babesten dugu. Horregatik, NBEko Segurtasun Kontseiluan, eginkizun aktiboagoa hartuko dugu eta negoziazio-prozesuaren marko orokorra ikuskatzeko eskatuko dugu, hala NBEko bitartekotza-agintaldia indartzeko eta Segurtasun Kontseiluak prozesu politikoa eragozten dutenak zigor ditzala posible egiteko. Gainera, gogoz defendatuko dugu Mendebaldeko Saharako Erreferendumerako Nazio Batuen Misioak (MINURSO) gainbegira dezala giza eskubideak errespetatu eta defendatzen direla eta han bertan lekualdatze ofizialak antola ditzala, bai Mendebaldeko Saharan bai Tindufeko iheslari-kanpamentuetan.

Halaber, sahararren kanpamentuetarako laguntza humanitarioaren kontu-sailak handituko ditugu, prestakuntza-programak eta sahararren higikortasuna sostengatuko ditugu eta gurean bizi diren sahararrek espainiar nazionalitatea eskuratzea sustatuko dugu, egoera berean dauden gainerako pertsonen eskubide berak aitortuta.

Azkenik, Europar Batasuneko Ordezkari Berezi bat izendatzearen alde egingo dugu, Europar Batasunak aldian-aldian Mendebaldeko Saharako gatazkaren konpontze-prozesua zertan den jakin dezan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/329.html
330	Democracia Internacional	Palestinar Estatua aitortzea	"Palestina berehala eta era unilateralean aitortuko dugu Estatu gisa. Nahiz eta bakea bermatzeko pauso bakarra ez izan, uste dugu pauso hori ezinbestekoa dela giza eskubideak errespetatzeko eta Israelen eta Palestinaren arteko segurtasunerako (NBEko giza segurtasunari buruzko doktrina); nazio-eskubideak aitortu eta baliatzea ere ezinbestekotzat jotzen dugu.

Konpromiso historiko hori palestinarrekin hartzeaz gain, gure herritarrekin ere hartuko dugu. Konpromiso historikoa gertaera zehatzekin gauzatu beharko da, geroago beste zeregin batzuei ekiteko abiapuntu gisa, eta, beraz, proposatuko dugu NBEko Segurtasun Kontseiluak epe lotesle bat ezar dezala Israelen eta Palestinaren arteko negoziazioei berriz ekiteko nazioarteko organismo aldeaniztunek gainbegiratuta eta kontrolatuta. 

Giza eskubideen urratzeak gertatuz gero, zigorrak ezartzea bultzatuko dugu, okupazio-politiken, segregazioaren, diskriminazioaren eta palestinarrei Israelgo Estatuak ezarritako zigor kolektiboen kontra.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/330.html
331	Democracia Internacional	Afrika Plana 	"Beste Afrika Plan bat landuko dugu, Afrikako gizarteei demokrazia, giza eskubideak, genero-berdintasuna eta garapen iraunkor eta inklusiboa bultzatzen laguntzeko. Plan hori politiken koherentzia-testuinguru batean egingo da, eta bai hemengo gizarte zibilak bai Afrikako eragileek hartuko dute parte.

Ihes fiskalaren kontra borrokatzeko mekanismoak indartzearen alde egingo dugu, eta bermatuko dugu modu gardenean kontrolatzen dela baliabide naturalak nola erabiltzen diren. Ildo horretan, defendatu egingo dugu Estatuko enpresek modu arduratsu eta gardenean jokatzea eta printzipio horiek errespetatzea.

Afrikako eskualdeko eta azpieskualdeko erakundeekiko lankidetzari ere lehentasuna emango diogu, horretarako foro aldeaniztunak erabiliz. 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/331.html
332	Democracia Internacional	Estatu Batuekiko lankidetza zientifiko eta kulturala sustatzea, ongi prestatutako langileek hara joan behar ez izateko	"Ongi prestatutako langileek Estatu Batuetara joan behar izan ez dezaten, herri horrekiko lankidetza indartuko dugu zientziaren, kulturaren eta heziketaren arloan. Horretarako, beken aurrekontua handituko dugu, bai ikasketak zabaltzeko bai lan-praktikak eta ikerketa zientifikoa egiteko, baldin eta bertako proiektuekin lotuta badaude; eta sustapen-neurriak bultzatuko ditugu ikertzaileak beren heziketa Estatu Batuetan sakondu ondoren itzul daitezen laguntzeko.

Gainera, Plan Unidos izeneko plana garatuko dugu, komunitate hispanoarekin lotura kulturalak, heziketakoak eta ekonomikoak handiagotzeko, herrialde hartako populazioaren herena baita. Cervantes Institutuaren zentro-sareak lagunduko du beraren konexio latinoamerikarra indartzen, Estatu espainiarreko eta Amerikako kultura eta hizkuntzaren ondasun guztia jasotzen dituzten kultura-ekintzak antolatuz.

Estatu Batuetan eta Espainian, enpresa inkubatzaile eta azeleratzaileen sare bat sortuko dugu, bi herrialdeetan enpresa-proiektu bideragarri eta berritzaileak (bereziki ekonomia sozial eta solidarioaren sektorean) sor daitezen, Estatuko enpresa txikiak eta ertainak Estatu Batuetako merkatuan sartzen laguntzeko eta, horren ondorioz, beren etekina hobetzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/332.html
333	Democracia Internacional	Kanpo-zerbitzuaren luxuzko gastuak murriztea eta emigratzaileei arreta handiagoa ematea	"Kanpo-zerbitzuaren erreforma bat egingo dugu honako printzipio hauen arabera:

Lan-metodoak eta barne-antolaketa modernizatzea, diplomazia-karrerara sartzeko lehiaketa berrikustea eta laugarren txanda bat jartzea aztertzea, eta Estatuko eta kanpoko funtzionarioen eta kontratupeko langileen lan-egoerak hobetzea.

Baliabideak hobeki erabiltzea, luxuzko gastuak gutxituta eta hortik kendutako baliabideak behar bezala esleituta. Soldata-politika berrikustea, desberdintasunak saihesteko, eta Lankidetzako eta Kanpo Arazoetako Ministerioaren egoitzetako alokairuak eta erosketa-politika arrazionalizatzea, bai Estatu espainiarrean bai atzerrian.

Kontsularen laguntza indartzea eta, oro har, herritarrarentzako arreta-zerbitzuak hobetzea, bereziki atzerrian bizi diren herritarrentzat.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/333.html
334	Democracia Internacional	Espainia Marka eta Cervantes Institutua eraldatzea, bertako aniztasunaren eta plurinazionalitatearen isla izan daitezen	"Gure ustez, kanpo-politikak oinarrizko printzipio orokor batzuei jarraitu behar die, baina, era berean, Estatuaren aniztasunaren isla bat izan behar du; beraz, Politikarako eta Kanpo Harremanetarako Lurraldearteko Batzordea sortu dugu, uste baitugu kanpo-politikak gardena eta irekia izan behar duela, gizarte zibilak parte hartu ahal izan dezan, eta, kontrolerako eta kontuak emateko mekanismoak izan behar dituela; Batzordean, gizarte zibilak hartuko du parte eta ministerioen arteko koordinazioa indartzeko balioko du. Orobat, herri-batzorde bat sortuko dugu, kanpo-politika lantzeko eta giza eskubideak errespetatzen eta defendatzen diren gainbegiratzeko. 

Aurrekoarekin bat etorriz, Cervantes Institutua berritu eta egokituko dugu, Estatuko aniztasun linguistiko eta kulturalak isla dezan, eta, perspektiba integratzailetik, Espainia Marka eraldatuko dugu, gure aniztasuna, herrialdearen nazionalitate-aniztasuna eta herritar guztien interesak irudika ditzan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/334.html
335	Democracia Internacional	Nazioarteko Lankidetza eta Elkartasunerako Lege bat eta Justizia Globalaren aldeko Itun bat onestea 	"Nazioarteko solidaritate-  eta lankidetza-politika berria artikulatzen dituen Justizia Globalaren aldeko Ituna onestea, gauzatzea eta lantzea bultzatuko dugu. Nazioarteko Elkartasun eta Lankidetzarako Lege berri bat onestea ekarriko du Itun horrek, eta, garapen iraunkorrerako politiken esparru koherente batean, lege-oinarri bat emango digu arlo horretan Estatuak egingo dituen politiketarako. Antolatuta dauden herritarrek (mugimendu sozialak, elkartasun-batzordeek eta GKEetako batzordeak) nazioarteko elkartasun eta lankidetza-politika berrian parte har dezaten, mekanismoak jasoko ditu Legeak, batez ere, Lankidetza Batzordea, hura politika hori planifikatu, ikuskatu eta ebaluatzeko egiazko espazio bihurtzeko.

Gainera, Nazioarteko Elkartasun eta Lankidetzarako Legeak finantzaketa-politika berria ezarriko du gure elkartasun-  eta lankidetza-politikan herritarrek parte hartzen dutela eta protagonistak direla ziurtatzeko, eta bere finantzazio-eremu horretan erakundeek eta mugimendu sozialek dituzten funtzioetara egokitu du bere finantziazioa, horrela bere akuilu-eginkizuna indartzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/335.html
336	Democracia Internacional	Garapenerako Laguntza Ofizialaren aurrekontua handiagotzea	"Gehienez ere, bi legealditan lortuko dugu Nazio Errenta Gordinaren (RNB) % 0,7 Garapenerako Laguntza Ofizialera (AOD) bideratzea (lehen legealdirako, gutxienez, % 0,4 ezartzen dugu helburutzat). AODk Justizia Globaleko Itunean jasotako interesen alde jokatuko du, interes geoestrategikoak, merkataritzakoak edo beste edozein izaeratakoak alde batera utzita, eta nahikotasunaren, aurreikusgarritasunaren eta babes teknikoaren printzipioen arabera arituko da.

Sektore pribatuak parte hartzeko estrategia berri baten menpe geldituko dira aliantza publiko-pribatuak. Estrategia hori antolatutako herritarrekin batera eraikiko da, eta aliantza horietan eta nazioarteko lankidetza eta elkartasunean parte hartzen duten enpresek nahitaez bete beharko dute.

Gainera, ikuskapenak egingo ditugu, herritarrek parte hartuta (nazioarteko elkartasun-  eta lankidetza-akzioan bazkide diren herrialdeak barne), berdintasun-inpaktua, giza eskubideak, genero-berdintasuna eta Estatu espainiarreko AODren funtsekin finantzatutako enpresen jardueren ingurumen-iraunkortasuna aztertzeko.

Azkenik, AODren funtsen % 15 honako hauetara bideratuko dugu: espezifikoki generoarenak diren esku-hartzeak, emakumeen ahalduntzea eta sexu-  eta ugaltze-osasuna; lehentasuntzat hartuko da mugimendu feministei eta emakumeen aldeko mugimenduei baliabideak esleitzea, tokiko eremuan, herrialdekoan, eskualdekoan nahiz nazioartekoan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/336.html
337	Democracia Internacional	Berdintasun eta Elkartasun Ministerioa sortzea	"Berdintasun eta Elkartasun Ministerioa sortuko dugu. Eta nazioarteko lankidetza -eta solidaritate-politika gauzatzea haren ardura izango da.

Beste ministerioekin elkarlanean aritzeko gaitasun handia izango du eta bere gain hartuko du garapenerako nazioarteko lankidetza-akzio guztiak (elkartasun-  eta lankidetza-politikak, ekintza humanitarioak, herritartasun globala lortzeko hezkuntza, justizia globalerako ikerketa, garapen iraunkorra…) planifikatzea, zuzentzea eta ezartzea; horrez gain, bere finantza-tresnak (AOD) kudeatuko ditu, itzulgarriak eta ez-itzulgarriak, bai eta ekonomia-justizia globalerako jarduera ere. Halaber, garapenerako politiken koherentzia bermatzeaz arduratuko da, politika publiko guztiak ebaluatzeko, ikuskatzeko eta analizatzeko ahalmena duen unitate baten bidez.

Gainera, ikasketa berriak abiaraziko ditugu nazioarteko lankidetza eta elkartasunean profesionalak prestatzeko, eta, diplomazia-karreratik, esplizituki, funtzionalki eta organikoki bereizita egongo da.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/337.html
338	Ámbito autonómico y municipal	AP-4 Autobidea doakoa izatea (Sevilla-Jerez)	"Duela urte batzuk kontzesioa luzatu ondoren, autobide-tarte horren kontzesioa bukatzeko zorian dago. Abiadura handiko beste biderik ez dagoela kontuan hartuta, kontzesioa luza ez dadila eta bidesariak ken daitezela proposatzen dugu. Hala, Jerezeko Campiñak eta Guadalquivirreko bokaleak errepide-konexioa hobea izango lukete Sevillarekin.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/338.html
339	Ámbito autonómico y municipal	Eliza katolikoaren immatrikulazioak	"Ondare historiko-kulturala errekuperatzea proposatzen dugu, herritarrek horretaz goza dezaten. Eliza katolikoa gure ondarearen parte garrantzitsuaz jabetu da, Estatuari inolako ordainik eman gabe eta publikoa ez den erregistro pribatu eta independente baten bitartez. Horregatik, gizarte zibilaren taldeetako aldarrikapenez arduratuko gara, besteak beste, Kordobako meskitari buruzko aferaz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/339.html
340	Ámbito autonómico y municipal	Genil, Fardes eta Guadiana Menor ibaietako azpiarroen ustiapen hidraulikoak erregulatzea	"Honako proposamen hauek burutuko ditugu: Castril ibaiaren ura eramateko proiektuak indargabetzea. Genil, Fardes eta Guadiana Menor ibaietako azpiarroen ustiapen hidraulikoak erregulatzea.  Granadaren eta Loja-ren artean, Genil ibaia zaharberritzea eta saneamendu-plan integral bat egitea. Honako urtegi hauen mantentze-lanak: El Portillo, San Clemente, Negratín, Francisco Abellán, Canales, Quéntar, Cubillas, Colomera eta Bermejales.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/340.html
341	Ámbito autonómico y municipal	Industriak lehen erabilitako lurrak garbitzea	"Acerinox-eko errautsetatik datozen fosfoigeltsuak eta zesio-137a eta Rincón-eko eta Mendañako paduran isuritako bestelako hondarrak kentzeko, beharrezko jarduerak egingo ditugu, eta gauza bera egingo dugu Pinar-eko padura kutsatuetan isuritako beste hondakinekin.

Gainera, Francisco Montenegro etorbidean (Punta del Sebo) itxi duten industriek hartutako lurrak ahalik eta garbien uzten saiatuko gara , eta lur horiek herritarrek erabiltzeko eta gozatzeko berreskuratuko ditugu. 

 Tinto ibaiko paduretako hezeguneak birsortzea eta zaharberritzea ere bultzatuko dugu mundu-mailan berritzailea den proiektu baten bitartez, eta irudi berde, berri eta modernoa erakusteko baliatuko dugu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/341.html
342	Ámbito autonómico y municipal	Errepide-sarean hobekuntzak egitea eta tarte berriak sortzea	"Olivar-eko autobia eta A-32a (Linares-Albacete) amaitzea bultzatuko dugu, bai eta El Condado-ren eskualdea zeharkatzen duen N-322 ingurabideari buruzko ikerketa egitea ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/342.html
343	Ámbito autonómico y municipal	Concepción urtegiko bigarren presa sortzea	"Concepción urtegiko bigarren presa eraikitzearen alde egingo dugu; izan ere, proiektua urte askoan ezinbestekotzat jo da mendebaldeko Costa del Sol-erako, gaurkoak (1971n eraikia) ahalmen txikiegia duelako populazioa hornitzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/343.html
344	Ámbito autonómico y municipal	Andaluzia egituratzeko, trenbide-sarea hobetzea	"Trenbide-azpiegiturak hobeak sustatuko ditugu, bai probintzien artean bai eskualdeen artean, andaluziarren bizikidetasuna eta higikortasuna hobetzeko eta ekonomia berpizteko:

Almeria. Almeria-Murtzia Konexioa: bidaiarientzako eta salgaietako abiadura handiko trena (AHT). AHTa Granadarekin lotzea. Mendebaldeko eskualdean, aldiriko tren-sare bat sortzea.

Cadiz. Bobadilla-Algeciraseko trenbidea elektrifikatzea, portuaren eta hiriaren arteko loturak hobetzeko.

Granada. Granada (Motrilen barrena) Malagarekin eta Almeriarekin lotzen duen trenbide-proiektua.

Huelva. Extremadurarekiko trenbide-konexioa (gaurko Huelva-Zafra) hobetzea eta handitzea, bai eta Huelva-Sevilla trenbidearen zerbitzuak hobetzea ere.

Jaen. Aldiriko tren-sarea eta Linares-Baeza geltokia berrindartzea eta hobetzea. 

Malaga. Malagatik Algecirasera itsasertzean barna doan trenbide-korridorea, Nerjaraino hedatuta.

Sevilla. Aldiriko tren-sarea hobetzea; bereziki, Los Palacios Cadiz-Sevilla linearekin lotzea Utreraren inguruan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/344.html
345	Ámbito autonómico y municipal	Olibadia eta haren industria babesteko plan integrala	"Olibadien eremuan, bizi-kalitatea, eta merkaturatzeko eta esportatzeko baldintzak hobetzeko neurriak bultzatuko ditugu.

Jaenen, nekazaritza-ustiapenarekin lotutako industriaren alde egingo dugu.

Gehiegikeriekin bukatzeko, Estatuak oliba-olioaren prezioa ezartzean bitartekotza-lana egitea defendatuko dugu.

Probintzian bertan oliba-olioa banatzea eta botilaratzea sustatuko dugu, bitartekariekiko mendekotasuna txikiagoa izan dadin.

Babestutako adierazpen geografikoak eta sor-markak lortzea eta erabiltzea gidatzen dituzten arauak zorrozki betetzen direla zainduko dugu.

Oliba-industrian aritzen diren ustiategietan laborantza osagarria ezartzea bultzatuko dugu.

 Publizitate-kanpainen bitartez,oliba-olioaren ezaugarri bereziak azalduko ditugu, dieta mediterraneoaren oinarri gisa, haren ezaugarrien balioa azpimarratzeko.

Unescok olibadi andaluziarra Munduko Ondare izendatzea defendatuko dugu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/345.html
346	Ámbito autonómico y municipal	REMESA erraustegi publikoa birdimentsionatzeko eta hobetzeko plana	"Hondakinen tratamenduan aritzen den REMESA enpresaren jarduera hobetzeko plana abiaraziko dugu, birziklatutako materialen tasetan Europako batez bestekora heltzeko eta biodibertsitatea mantentzen laguntzeko, eta, aldi berean, lanpostuak sortzea sustatzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/346.html
347	Ámbito autonómico y municipal	Canfranc-Oloron trenbidea 2020rako berriro irekitzea	"Pirinioetako albo bien arteko bidaiariak eta salgaiak igarotzea errazteko, Huescaren eta Frantziako hego-mendebaldearen arteko trenbidea zaharberritu eta berrirekiko dugu; horri esker, Aragoik lehia-hobekuntza bat lortu du, eta, polo logistiko gisa, indartu egingo da.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/347.html
348	Ámbito autonómico y municipal	Esako urtegia handitzeko lanak geldiaraztea 	"Aragoin, Esako urtegiko handitze-lanak bertan behera utziko ditugu, hasiera batean ikusi ez ziren arazo geologikoengatik aurrekontua bost aldiz handitu delako. Gainera, presa hausteko arriskua dago, eta hasieran kontuan hartu ez ziren zenbait ingurumen-kostu izango lituzkete obrek; horrez gain, ezin dugu ahaztu lan hidrauliko hori egiteak natura-  eta hiri-ondarean izango duen eragina.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/348.html
349	Ámbito autonómico y municipal	Kantauri itsasoaren eta Mediterraneoaren arteko trenbide-korridorea hobetzea	"Teruel-Zaragoza-Sagunto tarteko trenbide-inbertsioetarako planaren bitartez, Kantauri itsasoaren eta Mediterraneoaren arteko komunikazioak hobetzea bultzatuko dugu, penintsulako iparraldearen eta ekialdearen arteko merkataritza-erlazioak eta Aragoiren ahalmen logistikoa sustatzeko.

ASTURIES / ASTURIAS 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/349.html
350	Ámbito autonómico y municipal	Asturias garatzeko meatze-funtsak	"Meatze-funtsetatik zor diren kantitateen ordainketagatik Administrazioen artean dagoen gatazka moldatzea bultzatuko dugu, eta funts horiek politika hedakorretan erabiliko ditugu, diru kopuru hori honako hauek indartuko dituzten proiektuei emanda: asturiar enpresa txiki eta ertainak, enplegu iraunkorra eta funtsezko zerbitzu publikoak, hala nola osasuna, heziketa, etxebizitza eta gizarte-zerbitzuak. 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/350.html
351	Ámbito autonómico y municipal	Azpiegitura-plana	"Azpiegitura-politikaren aldaketa bat bultzatuko dugu Asturiar lurraldea zuzentasunez artikulatzeko eta baliabideak zentzuz erabiltzeko. Horretarako, azpiegituren planean, lau oinarrizko helburu jarri ditugu hurrengo legealdirako: 

Aldiriko tren-zerbitzuan funtsezko hobekuntza egitea, maiztasun handiko zerbitzua ezarriz, Asturiasi lekualdatzeetan behar den bizkortasuna emateko. 

La Espinaren autobian bukatu gabe daude tarteak amaitzea.

 Huernako bidesaria kentzea, Asturiasi zuzeneko sarrera emateko asmoz, lurraldearen garapen ekonomikoa galarazten duen gainkosturik gabe.

 Herritarrak babestea azpiegitura handiek (autobiak, autobideak eta trenbide-sareak)beren hiriguneetatik pasatzean sortzen duten kutsadura bisual, atmosferikoa eta akustikotik.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/351.html
352	Ámbito autonómico y municipal	Balearretarako erregimen espezifiko bat bultzatzea Estatu espainiarreko lurraldeen arteko oreka ekonomiko eta solidarioan oinarrituta.	"Balearretako ordenamendu juridikoan dagoen araudia beteko dugu, Balear Uharteetako finantzazioa esplizituki hobetzeko.

Balear Uharteek lurralde bereziko estatusa lortzea sustatuko dugu, eta, halaber, kasu horietarako Europar Batasunak duen araudi espezifikoa aplikatzea. Estatu-inbertsioko programa bat sortuko dugu Balear Uharteetarako.

Balear Uharteetarako erregimen ekonomiko espezifiko bat diseinatuko dugu, lurraldearteko konpentsazioari erantzuteko.

 Politika ekonomikorako tresna bat sortuko dugu, sektore jakin batzuei baliotasun objektibo eta konpentsatzailea emateko, eta, hala, gure lurraldearen garapen ekonomiko, laboral eta soziala bermatzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/352.html
353	Ámbito autonómico y municipal	Balear Uharteetarako eta Kanariar Uharteetarako uhartearteko konexioa eta penintsularekiko konexioa interes publikotzat jotzea	"Interes publikotzat jo eta berehala, penintsulara joan-etorriak egiteko eta uharteko arteko hegaldietan, prezio murriztuak ezarriko dira uharteetan bizi direnentzat.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/353.html
354	Ámbito autonómico y municipal	Konstituzioan Kanariak Eskualde Ultraperiferikotzat (EUP) jotzea 	"Kanaria uharteetako erregimen ekonomiko eta fiskala egituratzea eta irautea bermatuko dugu Konstituzioaren bidez. Gobernuak Gorte Nagusiei eta Kanarietako Parlamentuari eskatuko die Kanarietako Autonomia Estatutuko IV. titulua partzialki aldatzeko, Estatuko botere publikoen lege-, arau-  eta finantza-politika eta -jardueretan modulazio-printzipioak sartzeko asmoz. Estatuko legeriak modu espezifikoan landuko ditu zenbait materia, Kanarietako urruntasuna, uharte-izaera eta egiturazko muga iraunkorrak kontuan hartuta, hala jada Europar Batasunak RUP eskualdeetarako onartzen dituen ezaugarriak bil ditzan Konstituzioak.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/354.html
355	Ámbito autonómico y municipal	Kanarietarako inbertsio-erreserbatik datozen jarduerak sutatzea.	"Kanarietarako inbertsio-erreserbak jasotako mozkin fiskalak aplikatzea bultzatuko dugu; hala, uharteetan enpresa-baliabideak inbertitzea sustatuko da, eta, horren ondorioz, lanpostu gehiago sortuko dira eta kanariarraren lanbide-prestakuntza hobetuko da.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/355.html
356	Ámbito autonómico y municipal	Uharte-izaeragatiko eta Urruntasunagatiko Aukera Espezifikoen Programetako (POSEI) neurriak eta funtsezko objektiboak betetzea, aurrekontuko diru-hornidura bermatzeko.	"Aurrekontuko diru-hornidura egokia bermatuko dugu, Kanarietako Gobernuak dagokion tartea finantzatu ezin duen kasuetarako; horretarako, Administrazio Zentralak osagarriak emango ditu, POSEIren funtsezko helburuak bete ahal izateko; hona hemen helburuok:

 Garapen iraunkorra sustatzea, Kanarietan nekazaritza-  eta abeltzaintza-jarduerari eusteko eta autohornikuntza handiagoa lortzeko. Elikadura-subiranotasunera hurbiltzeko eta nekazaritza-errenta duin bat izateko, pauso irmoak emango dira, nekazaritza-tradizioei, -erabilerei eta -pasaiari eusten lagunduko baitute; horri esker, lurzoruaren desertifikazioa saihestuko da eta biodibertsitatea babestu eta, hala, produktuen kalitatea hobetu eta merkatuan elementu bereizleak txertatuko dira.

Baldintza beretan produzitzen duten guztiei finantzazio bera ematea.

Kontsumorako eta transformaziorako produktu-hornikuntza bermatzea, eta RUP lurraldea izateak dakarren gainkostua konpentsatzeko sargaiak ere bai.

Tokiko ekoizpenarekin lehiatzen diren produktuetarako konpentsazioak debekatzea.

Iruzurra galarazten duten ikuskapen-  eta kontrol-mekanismo nahikoak ezartzea.

Nekazari txikiek laguntzak eskuratzeko sistema sinplifikatu bat sortzea.

Ustiategi agroekologikoak sustatzea.

Produktu transgenikoak inportatzeko laguntzak debekatzea.

Eredu energetikoa aldatzearen alde egingo dugu, energia berriztagarri, garbi, eraginkor eta iraunkorrak erabiltzeko bidea hartuta.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/356.html
357	Ámbito autonómico y municipal	Frackingik ez Kantabrian 	"Ingurumen- eta osasun-arriskuak, eta horiek nekazaritza-bizimoduan izan ditzaketen ondorioak gorabehera, bertan behera utziko ditugu Kantabrian fracking–proiektuetarako eman diren baimenak. Horrek proiektu hauei eragiten die: 

-   Luena, zeinak Besaya, Pas, Pisueña, Miera eta Asón ibaien bailarei eragiten dien, bai eta Burgosko probintziaren zati bati ere. 

-   Bezana-Bigüenzo, zeinak Kantabriako hegoalde osoari eragiten dion (Campoo, Valdeprado eta Valderredible), bai eta Palentzia eta Burgosko probintzien zati banari. "	http://lasonrisadeunpais.es/fb-share/programa/eu/357.html
358	Ámbito autonómico y municipal	Berraktibatze ekonomikorako plana Besaya ibaiaren eta Reinosako eskualdeentzako	"Besaya ibaiaren eta Reinosako eskualdeak irizpide jasangarriekin berrindustrializatzeko plana sustatuko dugu, kontuan hartuta horietan industriaren eraispenak eragin nabarmen negatiboak izan dituela jardueraren eta enpleguaren gainean. Hauek izango dira plan horren jarduera-ildo nagusiak:

-   Laguntzak ematea deskokatzeko arriskuan dauden enpresak modernizatzeko, makinaria eta patenteak erostearen, eta produktibitatea eta lehiakortasuna areagotzeko aukera eman dezaketen prozesu produktiboetan aldaketak ezartzearen bidez. 

-   Aholkularitza merkatu berrien bilaketaren, enpresen internazionalizazioaren, balore-kate globalen aprobetxamenduaren, eta ondasun eta zerbitzuen esportazioaren esparruetan.

-   Pizgarriak eskaintzea energia-eraginkortasuna areagotzeko, eta ekoizpen-prozesuaren ondoriozko jaulkipen eta hondakin kopurua murrizteko.

-   Lur industrial gehiago sustatzea, eta aurretiaz dagoena berregokitzea. 

-   Pizgarriak eskaintzea enpresa berriak eta inbertsio zuzenak erakartzeko, eta sozietate mistoetan parte hartzea sustatzeko.

-   Bide-azpiegiturak hobetzea, salgaien garraioaren kostua murriztearren.

-   Talentuak erakartzeko eta langileen prestakuntza jarraitua sustatzeko laguntza plana abiaraztea. 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/358.html
359	Ámbito autonómico y municipal	Villar de Cañasko aldi baterako biltegi zentralizatua behin betirako geratzea 	"Villar de Cañasko hondakin nuklearrak aldi batean gordetzeko biltegi zentralizatuaren ordez energia-iturri garbiei buruzko (bioerregaiak, energia fotovoltaikoa, haize-energia, e.a.) ikerketa-gunea ezartzea sustatuko dugu. Ekimen hau erreferentea izango da estatu osoan, horren bitartez eraginkortasun energetikoaren aldeko trantsizioa hasiko baita.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/359.html
360	Ámbito autonómico y municipal	Plataforma logistiko intermodala eta salgai-trenbidea Toledon 	Abian jarriko ditugu Toledoko hiriak plataforma logistiko intermodala eta salgai-trenbidea izan ditzan egin beharrekoak oro; izan ere, azpiegitura hori kentzeak eten egin ditu nabarmen garapen industriala eta enplegu sorrera.	http://lasonrisadeunpais.es/fb-share/programa/eu/360.html
